,Product description accuracy,Manufacturer sustainability,Packaging quality,Additional options,Helpfulness of reviews and ratings,Integrity of packaging,Ease check-out procedure,Relevance of related products,Costumer insurance,Satisfaction
39608,1,3,3,2,4,4,4,4,3,0
39611,4,3,4,4,5,4,3,3,4,0
39619,2,5,5,3,4,5,3,5,5,0
39625,1,2,5,3,3,1,3,2,5,0
39627,4,5,3,5,5,4,4,4,3,0
39631,0,1,1,3,2,4,3,5,1,1
39632,0,2,4,5,5,4,3,4,4,0
39636,0,3,3,3,3,4,4,5,3,0
39640,3,4,2,3,3,1,1,5,2,0
39649,0,1,2,1,4,1,4,5,2,1
39654,3,3,1,5,4,4,3,5,1,0
39655,2,2,5,1,1,2,1,2,5,0
39659,4,2,3,3,3,4,5,5,3,0
39661,2,1,3,4,3,2,3,2,3,0
39662,3,4,5,2,3,4,1,3,5,0
39663,4,4,1,3,3,3,1,4,1,0
39664,1,4,4,2,4,3,4,3,4,0
39670,0,1,2,5,5,3,5,3,2,1
39683,0,2,3,5,1,4,2,1,3,0
39684,3,3,3,4,3,5,5,4,3,0
39699,1,3,3,5,4,5,5,4,3,0
39711,3,2,3,3,3,3,4,2,3,0
39719,2,3,3,2,2,3,3,3,3,0
39728,3,4,3,2,3,1,5,2,3,0
39745,4,3,2,3,4,3,2,4,2,0
39750,3,4,1,1,1,5,5,2,1,1
39754,4,3,4,1,3,3,4,4,4,0
39755,4,1,4,5,4,4,5,5,4,1
39763,5,5,5,5,4,5,5,4,5,1
39769,1,4,4,4,5,3,3,4,4,0
39775,2,4,5,1,3,4,2,3,5,0
39779,4,4,5,3,1,1,3,2,5,0
39781,5,1,2,5,3,4,5,5,2,1
39785,2,4,1,3,5,4,1,4,1,0
39787,2,2,3,4,2,4,5,5,3,0
39800,2,3,2,3,3,3,4,3,2,0
39806,3,3,1,3,1,3,3,4,1,0
39808,3,3,5,1,1,3,2,4,5,0
39811,2,3,2,2,1,3,4,3,2,0
39820,1,5,1,3,2,5,3,5,1,0
39830,4,4,3,5,1,5,3,1,3,0
39835,5,3,3,4,2,4,4,2,3,0
39837,2,3,4,1,5,4,3,4,4,0
39842,1,3,3,3,3,5,4,4,3,0
39843,3,3,3,3,5,4,3,3,3,0
39845,4,3,4,4,2,4,3,4,4,0
39847,4,4,5,1,4,4,1,3,5,0
39855,0,2,3,3,2,3,2,2,3,1
39865,3,3,5,1,5,3,5,2,5,0
39870,5,3,2,4,2,4,3,4,2,0
39876,0,4,4,5,3,1,3,3,4,0
39882,4,1,4,2,4,4,4,1,4,0
39886,0,3,4,4,3,4,3,5,4,0
39889,1,3,4,5,3,5,3,4,4,1
39892,3,4,4,4,4,4,3,1,4,0
39893,5,3,5,5,3,5,5,2,5,1
39899,4,3,4,4,3,5,3,5,4,0
39903,2,1,2,5,5,2,5,5,2,1
39921,3,3,2,3,2,2,1,3,2,0
39924,3,4,4,2,5,3,2,4,4,0
39926,4,3,1,1,4,5,5,4,1,0
39928,2,2,5,3,2,3,3,3,5,0
39934,1,1,5,3,2,5,4,5,5,0
39938,5,2,2,4,2,4,4,5,2,1
39940,1,4,1,1,1,3,3,4,1,0
39945,1,4,3,3,5,4,4,3,3,0
39948,3,3,4,4,4,3,3,3,4,0
39949,3,4,1,2,4,3,4,4,1,0
39951,2,1,2,4,3,4,4,4,2,0
39952,3,4,4,3,2,3,4,4,4,0
39954,5,1,5,3,1,1,2,3,5,0
39959,5,2,3,3,3,3,3,3,3,0
39964,0,1,3,1,3,2,1,4,3,0
39971,2,3,4,3,3,4,5,5,4,0
39973,3,3,1,3,2,4,3,5,1,0
39976,1,1,4,5,5,5,4,4,4,0
39977,0,1,2,3,2,4,1,4,2,0
39987,5,1,5,4,2,4,4,5,5,0
39991,2,4,3,4,1,1,2,5,3,0
39998,1,3,1,1,4,4,1,3,1,0
40002,4,4,2,3,3,4,4,4,2,0
40004,4,3,3,1,5,3,1,4,3,0
40008,4,3,5,3,2,3,4,3,5,0
40020,3,1,3,3,5,5,4,5,4,0
40041,4,3,5,3,2,5,3,5,5,0
40049,2,2,2,3,4,4,5,5,2,0
40050,3,3,2,1,3,2,1,2,2,0
40060,3,2,1,4,3,3,5,4,1,0
40068,4,2,4,3,5,4,4,5,4,1
40074,0,1,3,3,5,1,4,3,3,0
40088,1,3,2,2,5,3,3,4,2,0
40096,2,3,2,2,3,4,4,2,4,0
40104,5,4,4,2,5,5,1,5,1,1
40114,5,3,4,3,5,4,5,4,4,1
40124,2,3,2,4,2,3,4,3,2,0
40129,3,3,2,3,1,3,3,3,2,0
40137,2,2,1,5,4,5,1,5,1,0
40164,3,2,2,5,3,4,1,1,2,0
40166,2,1,5,2,1,5,5,1,5,0
40168,4,1,4,1,1,5,1,4,4,0
40175,2,3,3,1,4,4,2,3,3,0
40182,2,3,2,2,3,3,3,4,2,0
40185,4,3,5,5,5,5,4,4,5,1
40189,1,1,2,4,2,5,4,5,2,0
40203,5,3,3,4,4,4,3,3,3,0
40205,0,5,3,5,3,5,3,4,3,1
40208,5,3,3,5,4,4,5,4,3,1
40212,2,4,2,3,2,3,4,1,4,0
40218,0,3,1,2,5,2,3,4,1,1
40223,1,2,2,2,1,2,4,2,2,0
40227,4,2,5,1,1,2,2,2,5,0
40245,5,4,1,3,5,1,3,2,1,0
40246,0,4,3,3,5,4,5,4,3,0
40251,2,3,3,4,1,2,4,4,3,1
40258,3,5,4,1,3,3,1,3,4,0
40267,2,3,2,1,5,3,2,3,2,0
40276,0,3,3,4,3,5,5,4,3,1
40277,3,4,5,4,1,3,1,2,5,0
40283,3,1,3,3,4,5,3,3,3,0
40291,4,4,4,3,5,3,1,4,4,0
40306,4,3,1,3,5,4,5,5,1,1
40309,1,4,5,4,2,4,2,3,5,0
40314,1,2,5,4,1,2,3,2,5,0
40315,3,2,3,2,4,4,5,3,3,0
40316,3,4,3,4,1,3,2,4,3,0
40320,5,5,2,4,5,4,5,4,2,1
40323,2,3,2,3,5,4,4,4,2,0
40324,3,2,3,4,3,5,4,5,3,0
40334,2,4,1,3,1,3,3,3,1,0
40336,2,5,5,3,5,3,3,5,5,0
40352,1,2,3,4,4,2,1,3,3,0
40360,0,5,2,4,2,5,3,5,2,0
40361,3,1,5,3,3,5,5,4,5,0
40362,1,3,4,1,2,4,1,3,4,0
40365,2,4,5,4,3,4,4,5,5,0
40368,3,2,3,5,2,4,5,4,3,0
40369,4,3,3,3,5,4,5,4,3,0
40371,2,5,1,4,5,4,5,4,1,0
40378,2,4,1,3,1,3,3,4,1,0
40383,1,4,3,1,2,4,3,4,3,0
40394,2,3,2,1,3,4,2,4,2,0
40404,3,3,3,1,2,3,5,1,5,0
40412,0,3,2,5,3,4,5,4,2,1
40425,5,2,3,3,5,5,4,4,3,0
40436,5,1,1,4,2,4,3,5,1,1
40439,4,3,3,3,3,4,4,4,3,1
40445,1,3,4,1,4,3,2,4,4,0
40446,1,3,4,3,2,4,5,5,4,0
40450,3,1,3,2,3,5,1,5,3,0
40452,4,3,5,2,2,3,4,3,5,0
40453,4,3,3,1,5,4,1,3,3,0
40456,0,5,1,5,1,2,1,4,1,0
40462,3,1,3,3,5,4,3,4,3,0
40465,2,5,1,4,4,5,4,4,1,0
40470,2,4,5,4,3,4,2,3,5,0
40472,4,2,3,3,4,3,1,2,3,0
40475,4,2,4,3,1,2,1,2,4,0
40481,4,3,4,5,2,4,4,4,4,1
40484,0,2,5,3,5,5,3,4,5,1
40489,4,4,5,5,2,4,3,5,5,0
40493,4,5,3,3,4,4,3,4,3,0
40506,0,2,4,4,3,4,3,4,4,1
40513,2,3,5,3,4,4,5,4,5,0
40515,5,3,2,4,3,5,5,4,2,1
40528,1,5,1,1,5,1,2,3,1,0
40531,2,3,5,2,2,4,4,4,5,0
40532,2,4,2,4,1,3,3,4,2,0
40537,1,4,3,3,1,5,4,3,2,0
40552,3,1,1,4,5,5,4,4,1,0
40553,4,4,5,1,3,5,3,5,5,0
40557,5,4,3,3,3,4,5,5,3,0
40558,1,4,5,1,1,4,2,4,5,0
40565,2,4,4,1,1,4,1,4,4,0
40568,0,3,4,4,5,4,3,4,4,1
40578,3,4,5,4,4,4,1,4,5,0
40586,4,3,5,1,4,2,3,4,5,0
40589,4,1,5,5,3,4,4,4,5,1
40593,5,1,5,3,2,5,3,5,5,1
40595,4,4,5,2,4,4,2,4,5,0
40609,0,1,4,3,3,5,3,4,4,0
40610,1,1,2,3,2,5,4,4,2,0
40613,1,5,5,3,5,5,4,5,5,0
40631,1,2,3,4,1,1,1,2,3,0
40633,1,1,1,2,2,1,3,2,1,0
40638,4,4,5,2,3,3,1,4,5,0
40642,3,5,3,2,4,2,3,3,3,0
40646,3,4,1,3,3,3,3,3,1,0
40648,3,4,5,1,1,4,2,3,5,0
40654,0,2,1,4,4,5,4,5,1,0
40657,3,4,2,3,5,4,3,4,2,0
40660,5,3,1,3,3,5,4,4,1,1
40663,4,1,4,4,2,5,1,4,4,0
40667,1,4,2,2,5,3,3,3,2,0
40670,1,2,5,4,2,3,3,3,5,0
40677,2,2,5,3,2,5,4,5,5,1
40679,5,4,4,1,4,3,2,3,4,0
40680,3,4,2,2,5,4,4,3,2,0
40681,2,2,5,3,4,1,4,1,5,0
40688,3,3,4,5,4,4,4,4,4,0
40689,0,3,3,1,1,4,4,4,3,0
40691,4,5,5,5,2,5,3,4,5,1
40701,2,3,2,4,4,4,4,5,2,0
40702,0,4,2,5,2,1,3,1,2,0
40707,1,4,4,2,3,3,2,4,4,0
40709,4,4,3,4,4,4,2,2,3,0
40713,3,4,5,4,2,3,4,4,5,0
40721,5,3,2,5,5,5,3,5,2,0
40729,1,3,2,4,5,3,1,3,2,0
40736,0,4,1,3,3,2,2,3,1,0
40740,4,5,1,3,2,4,3,5,1,1
40754,3,3,3,4,3,5,4,4,3,0
40756,5,2,5,5,3,5,5,4,5,1
40762,2,1,1,3,2,4,3,4,1,0
40770,0,3,5,4,5,4,4,5,5,0
40785,3,4,2,3,3,4,3,4,2,0
40789,5,4,3,3,5,5,5,5,3,1
40791,3,4,5,5,5,5,5,4,5,0
40798,2,1,1,4,4,4,4,4,1,0
40803,3,2,4,3,2,2,2,2,4,0
40805,3,4,1,1,4,3,1,4,1,0
40810,0,4,3,5,4,3,5,3,3,0
40811,2,2,3,4,3,1,2,2,3,0
40812,3,1,3,4,1,3,2,1,3,1
40814,0,4,3,3,3,5,4,4,3,0
40819,1,2,3,2,3,1,1,2,3,0
40822,5,5,5,1,3,1,3,4,5,0
40825,0,3,5,4,3,5,4,5,5,1
40852,3,1,4,3,2,4,5,5,4,0
40854,3,3,3,4,1,5,5,3,3,0
40855,0,4,3,4,4,4,4,4,3,0
40856,5,3,2,1,5,2,3,3,2,1
40872,3,1,3,3,2,4,5,4,3,0
40877,2,3,4,1,3,3,3,4,4,0
40892,5,1,2,5,4,4,4,5,2,1
40896,3,4,4,5,3,5,5,5,4,1
40898,4,4,3,3,4,4,1,4,3,0
40900,0,2,2,5,4,4,5,5,2,1
40913,4,3,5,5,2,5,5,4,5,0
40914,4,3,5,2,1,4,3,3,5,0
40923,2,3,4,3,1,2,2,3,4,0
40926,3,4,2,1,2,4,3,4,2,0
40930,1,2,1,4,5,2,3,2,1,0
40932,3,2,1,4,4,4,4,5,1,0
40945,0,1,2,4,2,4,5,4,2,0
40949,3,3,4,2,3,3,1,3,4,0
40958,1,5,1,3,5,4,3,5,1,0
40961,2,3,2,3,4,4,2,3,2,0
40969,0,4,1,1,3,5,2,4,1,1
40970,1,3,1,4,5,3,3,3,1,0
40971,5,4,1,5,5,4,4,4,1,0
40992,4,2,5,1,5,3,3,3,5,1
40993,0,2,4,1,3,1,2,1,4,0
40997,3,5,3,5,2,4,5,5,3,0
41001,5,2,3,1,1,3,4,1,3,1
41017,2,3,4,1,3,3,3,4,4,0
41024,0,1,2,4,5,5,3,5,2,1
41028,4,4,1,2,5,4,3,3,1,0
41039,1,3,1,1,3,3,3,4,1,0
41042,0,1,1,4,3,5,5,5,1,0
41043,5,2,3,5,5,5,4,4,3,1
41045,5,3,4,4,3,2,2,1,4,0
41046,3,4,1,1,5,3,4,4,1,0
41048,1,4,5,2,2,4,1,3,5,0
41051,2,4,1,2,4,3,2,4,1,0
41072,5,4,2,3,3,4,4,5,2,0
41073,3,2,4,4,3,3,2,3,4,0
41074,4,3,3,3,1,4,1,4,3,1
41080,0,2,3,1,4,5,5,2,3,0
41081,4,4,2,2,5,3,1,4,2,0
41083,2,2,4,4,5,5,3,5,4,1
41094,2,4,1,1,4,3,2,3,1,0
41095,3,3,3,2,1,3,2,3,3,0
41098,2,3,5,3,2,5,3,5,5,0
41106,1,2,3,3,4,2,4,2,3,0
41125,0,4,4,4,3,5,4,4,4,1
41131,3,3,1,3,2,4,1,3,1,0
41134,2,1,5,3,2,5,4,5,5,0
41136,4,3,5,2,2,4,3,3,5,0
41144,1,4,4,1,1,1,5,2,4,0
41159,4,3,5,4,4,5,4,4,5,1
41161,2,1,5,4,5,4,4,4,5,0
41163,0,4,5,4,4,3,1,4,5,0
41166,2,4,5,4,4,4,4,3,5,0
41168,4,4,5,1,2,3,2,3,5,0
41187,2,1,1,4,4,5,3,1,1,0
41193,0,3,2,3,1,2,1,1,2,0
41199,2,2,3,4,2,1,4,2,3,0
41204,3,4,4,3,1,4,4,3,4,0
41206,3,4,3,4,5,2,1,3,3,0
41212,0,3,1,4,5,5,3,4,1,0
41218,2,2,1,3,3,4,5,4,1,0
41224,1,4,1,4,4,4,2,4,1,0
41226,2,3,1,1,3,3,3,4,1,0
41229,2,3,3,5,3,5,3,5,3,0
41235,5,3,2,3,5,5,4,5,2,1
41236,0,4,1,3,2,4,4,4,1,0
41238,1,3,4,4,3,3,3,2,4,0
41240,3,3,3,2,2,3,1,4,3,0
41246,2,4,5,3,5,5,4,5,5,1
41250,4,3,3,5,5,5,5,4,3,0
41252,3,1,2,4,2,3,5,5,2,0
41254,0,4,5,3,5,2,3,5,5,0
41255,4,3,2,4,2,4,5,5,2,0
41268,5,3,5,1,5,1,3,1,5,1
41274,4,3,5,2,2,3,3,3,5,0
41275,1,2,3,5,5,5,3,5,3,0
41283,2,4,2,2,3,3,1,3,2,0
41284,3,5,4,3,3,4,5,5,4,0
41298,5,4,5,1,2,4,1,1,5,1
41301,0,3,2,3,5,4,1,3,2,0
41307,4,1,4,4,4,2,3,2,4,1
41308,3,5,1,5,4,5,4,2,1,0
41321,3,2,1,4,2,1,3,1,1,0
41322,1,4,4,1,5,3,1,3,4,0
41335,4,1,5,5,1,3,1,1,5,0
41351,0,2,5,3,2,4,4,5,5,1
41357,3,2,5,1,5,3,4,3,5,0
41360,5,5,3,3,5,4,4,5,3,1
41366,1,3,1,1,3,3,2,3,2,0
41376,2,3,1,1,1,2,4,3,1,0
41394,0,3,3,3,4,4,5,5,3,0
41398,4,3,5,5,4,5,5,5,5,1
41406,1,2,3,3,4,4,3,5,3,0
41412,4,4,5,3,3,4,3,5,5,1
41414,2,1,3,3,4,5,5,4,3,0
41415,2,4,2,4,2,3,2,3,2,0
41420,3,3,3,4,5,4,3,4,3,0
41426,4,1,2,2,4,5,2,3,2,0
41427,0,2,4,4,2,5,3,5,4,0
41430,2,4,4,3,3,3,2,3,4,0
41441,0,4,3,3,1,4,1,1,3,1
41448,2,3,2,3,2,3,3,4,3,0
41456,4,3,4,3,3,5,4,4,4,0
41471,1,2,3,4,4,3,3,3,3,0
41472,5,4,5,2,5,1,4,3,5,1
41477,4,3,2,4,5,4,5,4,2,1
41487,2,2,4,5,5,5,3,4,4,0
41488,2,1,1,4,4,5,5,5,1,0
41489,3,2,2,4,3,4,3,4,2,0
41500,0,3,4,1,5,1,2,4,4,1
41502,2,2,2,4,4,4,5,4,2,0
41508,1,2,3,4,5,3,4,2,3,0
41509,2,2,1,2,1,2,4,3,1,0
41513,2,4,5,3,4,4,4,4,5,0
41519,4,2,4,3,3,1,3,2,4,0
41529,2,3,3,4,3,3,4,4,3,0
41535,3,3,4,2,2,4,2,3,4,0
41536,1,3,1,1,3,3,1,3,1,0
41542,5,5,1,2,4,3,1,5,1,0
41550,3,3,1,1,3,3,1,4,1,0
41551,2,3,4,1,2,4,2,3,4,0
41552,5,4,2,4,5,5,3,4,2,0
41553,3,2,5,5,3,4,5,5,5,0
41556,2,1,4,3,2,4,4,4,4,0
41564,0,1,5,3,2,2,2,1,5,0
41569,3,3,5,3,3,3,3,4,5,0
41579,3,2,2,4,3,5,3,4,2,0
41587,0,2,1,4,5,3,3,4,1,1
41594,4,1,2,3,5,5,3,5,2,0
41608,1,3,3,3,5,3,1,4,3,0
41623,2,4,3,2,2,2,1,4,3,0
41624,5,4,1,1,5,1,4,3,1,0
41627,2,3,2,3,5,3,3,4,2,0
41628,2,3,2,3,2,4,5,4,2,0
41635,1,3,2,2,3,4,3,3,2,0
41637,5,3,4,4,2,3,3,5,4,1
41638,0,5,1,5,5,5,4,5,1,1
41640,3,4,3,3,3,5,5,5,3,0
41642,5,1,3,4,4,4,4,4,3,1
41655,3,3,5,3,2,4,3,4,5,0
41656,4,1,5,4,3,4,5,5,5,0
41658,2,4,5,1,4,3,1,4,5,0
41661,2,3,2,1,2,3,1,4,2,0
41663,0,3,1,2,4,2,4,2,1,1
41679,4,2,1,4,3,4,4,5,1,0
41687,0,2,5,4,2,4,5,5,5,1
41704,1,3,3,3,3,3,4,3,3,0
41710,3,3,4,3,5,4,5,4,4,0
41714,4,3,4,4,4,4,4,4,4,0
41720,0,2,5,3,3,5,5,5,5,1
41724,4,1,4,3,2,5,4,4,4,0
41728,3,4,3,4,2,3,2,4,3,0
41733,4,4,4,1,2,1,2,1,4,0
41749,1,4,5,1,4,3,2,4,5,0
41756,2,4,2,4,5,4,3,4,2,0
41758,0,3,5,1,4,2,1,2,5,0
41767,5,1,1,5,2,5,4,5,1,1
41769,0,3,1,1,2,3,4,3,1,0
41771,4,1,4,4,5,4,3,4,4,0
41778,4,1,1,5,2,4,3,5,1,1
41783,0,5,5,5,4,1,5,4,5,0
41787,2,3,2,1,1,3,3,3,2,0
41807,5,3,1,2,1,3,1,4,1,0
41811,4,4,2,3,2,5,4,5,2,1
41822,0,1,5,3,4,5,3,5,5,1
41823,0,5,3,1,2,2,1,5,3,1
41857,1,3,1,3,3,3,2,3,1,0
41860,4,3,5,5,4,3,3,5,5,0
41862,2,4,1,3,2,5,3,5,1,0
41869,3,3,5,2,2,3,2,3,5,0
41871,2,3,2,4,4,4,3,3,2,0
41874,0,3,2,5,2,4,4,3,2,0
41879,3,2,5,4,3,5,5,5,5,0
41883,5,2,3,4,1,2,2,3,3,1
41885,1,3,3,4,5,2,3,3,3,0
41890,2,2,5,4,4,2,4,3,5,0
41896,4,4,4,1,5,4,4,4,4,0
41898,2,4,1,3,5,4,4,4,1,1
41899,4,1,5,5,2,5,3,4,5,1
41907,2,3,5,3,2,4,3,3,5,0
41922,4,3,5,2,1,2,4,5,5,0
41923,5,1,1,3,3,4,4,5,1,1
41924,2,3,2,3,5,4,3,3,3,0
41927,5,4,4,3,2,4,4,4,4,1
41930,0,3,2,3,3,5,5,5,2,1
41931,0,2,5,4,1,4,2,5,5,1
41932,0,1,5,4,4,4,4,4,5,1
41943,4,4,5,2,5,4,3,4,5,0
41945,3,3,3,3,2,4,3,4,3,0
41946,0,2,2,5,3,5,5,5,2,1
41951,4,4,3,4,2,4,2,3,2,0
41952,3,2,4,4,3,4,3,5,4,1
41958,3,3,5,4,3,2,1,2,5,0
41964,5,4,3,4,4,4,3,5,3,1
41974,3,3,3,1,1,3,3,3,3,0
41975,0,4,3,3,5,2,4,5,3,0
41977,2,3,2,4,1,4,1,3,2,0
41985,3,4,3,2,2,3,4,2,4,0
41991,0,4,1,2,1,3,2,4,1,0
41996,4,4,4,4,5,4,4,4,4,1
42000,3,4,5,2,5,4,3,3,5,0
42001,0,5,2,3,1,5,4,1,2,1
42005,2,4,2,2,4,3,2,2,2,0
42023,0,4,1,4,5,5,4,4,1,0
42026,4,4,3,4,4,3,4,4,3,0
42030,5,1,2,2,4,1,5,2,2,0
42033,1,5,2,4,2,5,5,4,2,0
42034,1,3,2,5,2,4,5,5,2,0
42038,3,3,3,4,1,3,4,4,3,0
42040,0,5,4,4,5,5,5,5,4,1
42044,3,3,2,3,2,5,4,5,2,0
42045,0,1,0,5,4,4,5,3,5,1
42046,0,1,2,5,2,5,4,4,2,1
42055,1,4,1,3,3,3,3,4,1,0
42057,3,3,3,1,1,3,1,3,3,0
42068,3,3,1,2,4,2,1,3,1,0
42071,3,3,5,2,1,3,2,3,5,0
42072,3,3,4,2,5,1,5,5,4,1
42075,1,5,5,4,3,5,4,5,5,0
42076,3,4,3,1,1,4,2,4,3,0
42078,5,3,3,3,3,5,5,5,3,0
42080,3,1,2,4,2,4,5,4,2,0
42084,1,4,5,3,1,4,2,4,5,0
42090,4,3,1,4,3,4,5,4,1,1
42092,0,1,5,5,5,4,3,5,5,0
42113,1,1,4,3,5,5,5,5,4,0
42116,5,4,5,3,3,4,4,5,5,1
42118,0,3,1,1,2,2,4,3,1,0
42123,4,4,4,4,4,4,2,4,4,0
42124,3,3,2,2,5,3,1,2,2,0
42127,3,2,4,5,4,5,4,5,4,1
42133,3,3,5,3,4,4,4,4,5,0
42134,3,3,4,4,5,2,2,2,4,0
42140,4,2,4,2,1,3,1,2,4,0
42146,2,5,2,4,2,5,5,5,2,0
42147,2,2,3,2,5,3,1,2,3,0
42148,3,4,4,3,3,4,4,5,4,0
42151,0,1,1,4,4,4,4,4,1,1
42152,1,2,4,2,3,2,4,3,4,0
42153,0,1,1,4,4,3,1,4,1,0
42154,0,2,2,3,5,3,3,4,2,0
42156,0,1,3,3,2,4,3,4,3,1
42160,4,1,2,3,2,5,3,5,2,1
42163,0,1,3,4,4,5,3,4,3,1
42167,4,3,5,4,5,5,3,4,5,0
42178,5,4,1,5,1,1,5,3,1,0
42179,2,1,5,5,5,4,3,5,5,0
42185,0,2,4,3,3,2,2,2,4,1
42202,2,3,4,1,2,4,4,3,4,0
42207,4,3,2,3,2,4,3,4,2,0
42208,3,4,1,2,5,4,4,3,1,0
42209,1,3,3,5,2,4,3,5,3,0
42216,5,4,4,5,2,5,3,5,4,1
42220,4,3,4,4,1,3,3,5,4,0
42223,3,2,4,4,3,5,4,5,4,0
42225,2,3,1,1,5,4,1,4,1,0
42238,4,3,5,4,4,4,5,5,5,1
42242,3,4,3,2,5,3,2,3,3,0
42244,0,3,1,4,5,4,5,5,1,1
42251,2,3,4,4,4,4,3,4,4,0
42259,2,3,2,3,2,3,1,4,2,0
42264,0,3,3,1,2,5,3,4,3,0
42266,0,3,5,4,2,3,4,4,5,0
42279,1,3,4,2,4,4,2,4,4,0
42280,0,3,5,4,3,5,2,4,5,0
42283,0,2,1,4,2,5,5,4,1,1
42288,2,3,4,3,3,4,5,5,4,0
42291,3,2,2,3,2,3,3,4,2,0
42298,2,2,5,3,5,3,2,2,5,0
42300,2,3,1,2,2,4,2,4,1,0
42311,3,5,3,3,4,5,4,3,3,0
42323,1,4,3,3,4,4,4,5,3,0
42343,2,4,3,4,5,4,2,4,3,0
42359,3,3,4,4,5,3,4,3,4,0
42364,3,4,4,1,1,4,4,3,4,0
42365,4,4,1,1,1,3,3,3,1,0
42371,0,1,5,5,2,4,5,5,5,1
42373,4,3,5,3,5,4,4,3,5,0
42381,2,4,5,5,5,4,4,4,5,0
42387,1,4,2,1,4,4,1,4,2,0
42390,4,2,3,3,2,5,5,4,3,1
42391,4,4,1,4,3,4,5,5,1,0
42394,2,4,2,1,4,3,3,3,2,0
42401,2,4,4,4,5,3,3,3,4,0
42402,0,3,4,5,5,4,5,5,4,1
42409,1,4,1,3,2,4,5,4,1,0
42412,5,1,3,5,3,5,4,4,3,1
42413,2,3,3,4,5,2,4,3,3,0
42415,4,4,2,3,2,5,5,4,2,1
42423,1,2,1,3,3,4,3,4,1,0
42425,2,3,5,2,4,3,2,4,5,0
42430,1,3,1,2,2,3,3,3,1,0
42433,3,4,5,3,1,3,4,4,5,0
42434,4,5,1,5,3,4,5,5,1,0
42435,3,4,3,3,2,3,2,4,3,0
42437,1,3,2,4,5,4,1,4,2,0
42438,0,1,3,5,4,5,3,5,3,0
42439,0,3,1,4,3,3,2,4,1,0
42443,1,4,3,2,2,4,3,4,3,0
42449,2,3,4,2,5,3,1,4,4,0
42455,0,1,1,4,4,1,4,2,1,1
42463,3,1,3,4,3,4,5,4,3,0
42466,0,4,5,4,2,4,2,1,5,0
42477,0,3,4,5,1,1,1,1,4,0
42484,3,2,4,1,2,2,3,3,4,0
42485,4,2,2,2,1,2,2,1,2,0
42487,2,1,5,2,3,1,4,2,5,0
42507,3,2,1,3,4,5,4,1,1,0
42509,1,2,1,4,3,2,3,3,1,0
42517,2,4,5,4,5,3,1,3,5,0
42525,4,4,1,3,1,3,3,3,1,0
42528,3,2,4,3,4,3,4,5,4,0
42534,2,3,1,4,5,3,2,3,1,0
42538,4,4,5,5,2,4,4,5,5,0
42546,0,4,2,3,5,5,5,4,2,1
42563,0,2,2,3,2,5,3,4,2,1
42565,1,2,3,3,2,4,4,5,3,0
42570,4,3,4,2,5,4,1,4,4,0
42573,1,3,1,3,4,4,4,3,1,0
42577,3,3,3,1,3,3,3,3,3,0
42579,2,2,5,4,2,4,4,5,5,0
42585,4,4,2,2,5,4,2,4,2,0
42586,2,4,1,3,2,4,3,5,1,0
42607,0,1,4,1,4,5,1,2,4,1
42616,4,4,2,3,3,4,1,4,2,0
42619,5,3,5,2,2,3,2,5,5,0
42623,1,3,1,4,4,4,1,3,1,0
42624,1,2,5,2,4,2,1,3,5,0
42631,3,3,2,3,4,3,4,4,2,0
42636,0,5,3,3,4,4,4,5,3,1
42644,3,3,3,2,1,3,4,3,3,0
42655,2,5,4,3,5,4,4,5,4,0
42658,3,2,2,5,3,4,3,5,2,0
42660,0,4,3,5,1,2,4,1,3,0
42661,0,5,1,1,5,4,2,5,1,1
42666,1,3,3,5,5,4,3,5,3,0
42668,3,4,4,5,1,3,2,1,4,0
42671,3,3,2,4,4,4,3,5,2,0
42672,0,5,2,4,3,4,4,4,2,1
42673,1,3,2,4,4,3,1,3,2,0
42679,1,4,1,1,5,1,2,4,1,0
42684,5,1,2,5,5,4,4,5,2,1
42686,1,1,5,3,5,4,4,4,5,0
42689,2,3,5,5,4,4,5,5,5,0
42690,5,4,1,1,5,3,4,3,1,1
42695,1,3,4,3,2,4,4,4,4,0
42700,0,2,3,4,5,1,3,4,3,0
42704,4,4,4,3,5,3,5,1,4,1
42706,5,1,1,3,4,4,2,5,1,1
42707,3,1,2,3,3,5,3,5,2,0
42708,4,4,3,3,2,4,4,4,3,1
42719,0,2,1,5,5,3,4,5,1,0
42721,1,4,3,4,2,3,4,4,3,0
42725,2,2,3,3,3,1,2,3,3,0
42726,4,4,1,5,3,5,4,5,1,1
42727,5,2,1,4,1,5,3,3,1,0
42735,4,3,4,1,3,4,4,4,4,0
42744,3,4,3,2,1,3,2,4,3,0
42745,1,4,2,2,5,3,2,3,2,0
42752,0,5,5,4,2,2,5,2,5,1
42754,4,1,4,3,3,1,3,3,4,0
42755,0,3,5,1,4,2,4,5,5,0
42768,2,1,4,5,4,5,3,5,4,0
42777,0,2,2,3,5,5,5,5,2,1
42778,1,4,3,1,4,3,4,3,3,0
42783,5,2,4,3,4,4,4,5,4,1
42785,0,1,2,4,4,4,3,5,2,1
42795,0,5,5,4,3,4,3,4,5,1
42803,2,3,2,3,5,3,3,4,2,0
42810,3,1,2,2,3,1,1,1,2,0
42819,2,3,1,4,3,1,2,5,1,0
42830,4,3,1,4,3,2,5,4,1,0
42836,0,4,2,1,5,1,1,1,2,0
42850,2,4,3,5,2,4,5,4,3,0
